prediction,target
151.01987972092757673,147.0500030999999978575942805036902427673
150.96122536989750529,148
151.37570870190097594,148.3300018000000193296727957203984260559
149.96267652671244264,149.1300049000000171872670762240886688232
149.18646544465579495,149.3699950999999828127329237759113311768
149.48619216884287653,149.4100036999999758791091153398156166077
149.44210684766778741,150.25
149.69762328755163594,150.0700073000000145384547067806124687195
149.41456947315404591,150.6600036999999758791091153398156166077
149.84088930267728301,150.0700073000000145384547067806124687195
148.5757272797688131,149.6999969000000021424057194963097572327
148.7747140916840749,151.2400054999999952087819110602140426636
149.06345285449114613,149.5399933000000203264789888635277748108
150.11295104249771271,151.0500030999999978575942805036902427673
150.56494970051238624,151.1600036999999758791091153398156166077
152.01788728712253373,150.9600066999999796735210111364722251892
152.77026586906919192,151.8000030999999978575942805036902427673
153.28756457515706302,151.7700043000000107440428109839558601379
153.10442185698258299,152.0200043000000107440428109839558601379
152.28741266259692111,152.1499938999999983479938236996531486511
152.34313563499887323,152.2899933000000203264789888635277748108
154.31363639634332685,152.1100006000000064432242652401328086853
152.59562924189600608,153.25
152.8916615707084361,151.3399963000000241208908846601843833923
152.58420732077357229,150.4199981999999806703272042796015739441
152.93102455062921763,151.8899993999999935567757347598671913147
154.26223444021027831,149
153.96010995085484296,150.0200043000000107440428109839558601379
154.17992041892361499,151.9100036999999758791091153398156166077
153.69967602215365332,151.6100006000000064432242652401328086853
152.61030582339833472,152.1100006000000064432242652401328086853
152.90834081183777471,152.9199981999999806703272042796015739441
153.96876362258953463,154.2899933000000203264789888635277748108
153.21616194245873999,154.5
153.04196809768600929,154.7799988000000155352608999237418174744
155.39644164686251315,155.4400023999999973511876305565237998962
153.88417758499244314,156.0299988000000155352608999237418174744
154.09692413652871323,155.6799926999999854615452932193875312805
154.34879835433068251,155.8999938999999983479938236996531486511
154.50085092628853545,156.7299956999999892559571890160441398621
155.63316260112674172,155.8300018000000193296727957203984260559
156.48022017170151798,154.9700011999999844647391000762581825256
156.88078442803305279,154.6100006000000064432242652401328086853
155.47700755909954751,155.6900023999999973511876305565237998962
155.43631711263995498,154.3600006000000064432242652401328086853
155.74787546887026224,155.6000061000000016520061763003468513489
156.19779436791017702,154.9499969000000021424057194963097572327
155.26459290598239704,156.1900023999999973511876305565237998962
155.29269339248719461,156.1900023999999973511876305565237998962
154.77478210149666893,156.6699981999999806703272042796015739441
156.08277644138868823,156.0500030999999978575942805036902427673
155.83236016225163212,156.8200073000000145384547067806124687195
155.48862109016397426,155.2299956999999892559571890160441398621
156.68284620693538045,155.8600006000000064432242652401328086853
155.65374104232057562,155.1600036999999758791091153398156166077
156.50310709831728673,156.2100066999999796735210111364722251892
156.07105415486429933,156.75
157.19130487966276633,158.6699981999999806703272042796015739441
157.28148367653662376,159.1900023999999973511876305565237998962
157.69406587297476108,158.8000030999999978575942805036902427673
156.57566103509779509,155.1199950999999828127329237759113311768
157.73749058013376612,157.4100036999999758791091153398156166077
157.19049841501492892,155.1100006000000064432242652401328086853
158.40770818808474019,154.1399993999999935567757347598671913147
159.35905453181791813,155.4799956999999892559571890160441398621
159.60515917495675353,156.1699981999999806703272042796015739441
158.25014718077730436,157.7799988000000155352608999237418174744
159.33688157293906329,157.8800049000000171872670762240886688232
160.86699076369575323,158.5200043000000107440428109839558601379
160.41116251293448158,158.2400054999999952087819110602140426636
158.37180577594011766,159.3000030999999978575942805036902427673
160.14350507934562984,159.6799926999999854615452932193875312805
158.56435554474484206,158.2799988000000155352608999237418174744
158.38095044081239848,159.75
160.51493225158773726,161.3699950999999828127329237759113311768
160.4690135035399976,161.7799988000000155352608999237418174744
161.6942924479281487,162.6000061000000016520061763003468513489
162.27981172442980551,163.3399963000000241208908846601843833923
163.20040978348370686,162.8800049000000171872670762240886688232
164.29122515549801165,163.4100036999999758791091153398156166077
164.5140778100037835,163.5399933000000203264789888635277748108
166.14166303991487439,165.2299956999999892559571890160441398621
165.78869773052070968,166.1199950999999828127329237759113311768
167.30945290820548621,165.3399963000000241208908846601843833923
167.24077035168988914,166.9400023999999973511876305565237998962
166.28398565398916276,166.9299926999999854615452932193875312805
167.5492882114041322,167.1699981999999806703272042796015739441
166.68737782059164942,165.9299926999999854615452932193875312805
167.3213672701256769,165.4499969000000021424057194963097572327
167.22889552559854565,165.3099976000000026488123694434762001038
166.2847053820294434,166.3000030999999978575942805036902427673
166.63187351894470112,165.2200011999999844647391000762581825256
166.49194677442474699,165.8300018000000193296727957203984260559
164.97163840669531965,163.4499969000000021424057194963097572327
165.44520897507860013,164.3500061000000016520061763003468513489
164.98063569040598964,163.5599976000000026488123694434762001038
166.84145599653444947,161.2700043000000107440428109839558601379
164.29123978304193088,162.7299956999999892559571890160441398621
162.84891317256278853,164.8000030999999978575942805036902427673
162.43639871382740125,164.8000030999999978575942805036902427673
162.52896488630247518,163.1000061000000016520061763003468513489
161.12670776050993027,161.75
161.06536986306579706,164.2100066999999796735210111364722251892
159.18485592584804067,163.1799926999999854615452932193875312805
160.95211560208360879,164.4400023999999973511876305565237998962
160.34820858229483065,165.7400054999999952087819110602140426636
159.02203766586015377,163.4499969000000021424057194963097572327
160.85894011191706454,159.3999938999999983479938236996531486511
162.22771873990942026,159.0700073000000145384547067806124687195
160.18587686841544837,157.0599976000000026488123694434762001038
159.39723549906645417,158.5700073000000145384547067806124687195
158.53434910078289022,160.1399993999999935567757347598671913147
161.73356914455084166,161.0800018000000193296727957203984260559
162.38297183866907858,160.4199981999999806703272042796015739441
163.43540862250043233,161.3600006000000064432242652401328086853
164.07172189975577226,161.2100066999999796735210111364722251892
162.75205443371859815,161.2799988000000155352608999237418174744
160.72356032313678043,163.0200043000000107440428109839558601379
162.79878853812039097,163.9499969000000021424057194963097572327
