time,final gradient norm,final error
66.526954559999992966,15590.107315706662121,23.54071716437048777947893540840595960617
35.190275026999998431,73776.484140947897686,142.4669085114111339862574823200702667236
31.707968379000000425,4682.298206023549028,28.11589697046948188585702155251055955887
31.2016881589999997,33947.091308880306315,28.9973432125671344294914888450875878334
35.412998493999999994,2634.7177321570479762,27.55608974012107026396733999717980623245
37.876430886999997938,6437.9036995159003709,22.65753362189407837945509527344256639481
39.596105545000000347,9886.2683195397639793,30.55477329794971552701099426485598087311
28.532786495999999943,37471.112938178404875,78.65794747383046114919125102460384368896
30.800444406000000441,17382.391578265636781,37.86930383922165077592580928467214107513
32.76260880800000308,36102.244066745202872,50.78774714575217075207547168247401714325
34.215139602999997237,8353.2518871854754252,23.27254275471775102346327912528067827225
27.501040362000001238,10751.249590173341858,43.35583446118972972271876642480492591858
29.202101659000000211,8211.7241548652018537,45.06330480537312155320250894874334335327
30.59463640599999934,22170.443341937483638,82.40411036073973605198261793702840805054
31.829324566000000374,1158.4577673991041138,23.95547760194688535761997627560049295425
26.955305290999998391,37611.732202513674565,52.96950334034129070914787007495760917664
28.475593244999998888,11619.931701468020037,43.5989080468916370136867044493556022644
29.389646406000000667,2415.5436547822814646,22.57715565881996866437475546263158321381
30.549360999000001016,2228.5972771482943244,35.0619753681822245994226250331848859787
26.707733104999999085,2425.0390886709760707,32.46673392228341725740392575971782207489
27.507244118999999216,1322.9665474973885466,28.49277577903151481564236746635288000107
28.450272623000000038,10996.643749055019725,53.74609951298199206348726875148713588715
29.247685994000001131,19308.249290185871359,52.50064546624234651517326710745692253113
26.234017080000000988,2501.1816679479293271,28.25611174156521343547865399159491062164
27.017414329000001061,902.71418643153026551,32.99205905075579892127279890701174736023
27.742205005999998946,4360.9965849760674246,63.2686240673609461282467236742377281189
28.550159147999998765,1246.8531435963113836,21.34862605440029881265218136832118034363
26.104604566999999093,1981.0868175922987575,29.94083305060239652561904222238808870316
26.65895059300000014,584.97676021834604398,33.15243737761507958339279866777360439301
27.402272958000001069,822.37179430519688594,29.35285586201243290815909858793020248413
28.032364107999999447,7137.2590018299879375,54.85776166460267688762542093172669410706
25.973420172000000861,23409.772095861204434,65.49323863326362982206774177029728889465
26.468300668000001252,4465.1039602641803867,25.08645746948581489732532645575702190399
27.130883658999998431,2261.1277464573704492,31.78482836767324570814707840327173471451
27.651355135999999391,777.71623003790602979,30.81181976463838623203628230839967727661
25.86139615900000166,15385.012855904416938,55.87981450094837043707229895517230033875
26.257934356999999892,2512.4375291629567073,38.92472523705358611323390505276620388031
27.002270612000000227,11284.243813405650144,63.03032191135861950215257820673286914825
27.393520478999999312,10533.122911992631998,40.95692048075107294380359235219657421112
25.780006525000001005,1821.7488086429996201,30.43743337418873196043023199308663606644
26.257580939000000342,3667.7369450896680974,38.26706486388295758160893456079065799713
26.708119630999998861,10039.075488411728657,41.10835637760029470655354089103639125824
27.149185408000001019,1753.9579001829911249,36.2872083626001682432615780271589756012
25.777551097999999996,2087.1533472229780273,30.92922994780609968756834859959781169891
26.201709503000000012,2944.1431514298865295,26.71184886259505830707894347142428159714
26.533488558999998475,3723.4348541268095687,31.4483725435456769048414571443572640419
26.850857582999999806,1987.0927512897430915,35.32402764122103633326332783326506614685
25.65577788999999953,1508.6674740125251901,40.56864817140101564518772647716104984283
25.958436682999998624,13435.114111670884085,76.95570338702117396678659133613109588623
26.400073261999999374,5189.9836156437286263,44.3685026614810311684777843765914440155
26.682522164000001652,893.2860157184605896,29.35686875567799702935189998243004083633
25.573980007999999486,19624.873595936744096,65.78445177433270885103411274030804634094
25.838239843000000207,3804.6678625849681339,54.87132665097845318769032019190490245819
26.418613114999999425,6933.5447386335326883,43.2037979054271517043162020854651927948
26.592152939000001766,1503.2867592319753385,33.83792353088757920431817183271050453186
25.659585175000000135,858.75651707717065619,44.08346269214438706285363878123462200165
26.542945640999999313,2152.1839757951611318,30.15137929988298992611817084252834320068
26.056347368000000841,3697.8042947407852807,35.41984022730318315552722197026014328003
26.441857945999998947,7669.4608512637141757,79.05308614055873306369903730228543281555
25.51264269900000059,2239.5670605258724208,29.79487210403435426542273489758372306824
25.782006129999999189,2928.1168195508989811,43.15436998064194540347671136260032653809
26.108845813999998597,1499.3484571474812128,35.08088234322953979926751344464719295502
26.408603653000000122,1236.397690211570989,41.29587053791570383509679231792688369751
25.463158744000001121,748.43398042423734751,30.12340112056829966036275436636060476303
25.87675277900000026,1225.5793997725368172,35.48801230074201384923071600496768951416
25.916709164000000243,1182.1376469281117352,39.31475996692203978000179631635546684265
26.235655876999999236,2440.8805538451251778,72.43301324366026960888120811432600021362
25.42803672000000148,7679.8183152464298473,74.01676598612154123202344635501503944397
25.547033002999999241,1416.877445244536375,41.60717993531499558912400971166789531708
26.001660957999998658,2910.7155781853225562,32.64540625647883587134856497868895530701
26.156554165999999384,1977.1732669053747031,62.39855084884021607649629004299640655518
25.385164590999998779,5172.5836105755870449,53.53126644427467795139818917959928512573
25.518518271000001363,4824.8075933991030979,47.7108885333961083574649819638580083847
25.859665062000001257,2527.2598722989805538,40.60747811016839392550537013448774814606
26.152085584999998247,1606.1908220548791633,27.37761086086630513136697118170559406281
25.379205937999998355,523.70650143305670099,30.5080961465357027861955430125817656517
25.638076751999999914,2924.7918030894543335,46.2880268882734071667073294520378112793
25.833210396999998437,781.20937261811138796,38.18059184580332043879025150090456008911
25.931736873999998494,5526.6068669991000206,65.32898043759750805747898994013667106628
25.252717757999999293,3191.9581672882395651,40.44410471124110983964783372357487678528
