gradient norm,error
4992.2430621787889322,10.6073936699826738561114325420930981636
1945.5302466324963007,10.78370360591227061775043694069609045982
1097.2720020592544188,10.61245006009355051901366095989942550659
551.14199969692901959,10.64034784681789780336202966282144188881
1955.1269320477097153,10.61122364530522332870532409287989139557
1204.3673771613493955,10.58871082874421709618673048680648207664
1978.4141816037440549,10.61779317043511206009043235098943114281
1801.3848247058758716,10.57214599262944432211952516809105873108
414.20507563969925968,10.59614466041024805065262626158073544502
906.92613893657323842,10.62628691645693201905942260054871439934
885.61472323512964522,10.68003754785970116358839732129126787186
605.90311391025034027,10.72747416090679806188745715189725160599
2311.8448456867895402,10.59916488703835391049778991146013140678
2136.0731997199377474,10.69755480826896132384717930108308792114
1243.3554262242889763,10.63178252093021391999627667246386408806
1630.3353747649357501,10.57339292953947484932086808839812874794
467.00921359330664018,10.62287411138606252336558100068941712379
417.06212992651535387,10.63097317598397495430617709644138813019
1872.0237629498217302,10.87161286146209526748407370178028941154
2169.5226822061076746,10.85201427210291491576299449661746621132
650.12093148756298433,10.85055329173134630593722249614074826241
454.89622251154423793,10.59829657309285622091010736767202615738
3389.162856220372305,10.65045452816334581314094975823536515236
3406.6346233638541889,10.59723247180026994840318366186693310738
1376.0345419713075898,10.74721235379932871012442774372175335884
440.91563318982957753,10.60940827998824431688262848183512687683
1774.2337228013050208,10.55481690523492765976243390468880534172
7737.8560904076275619,11.03926777582072737970975140342488884926
554.54968260635564548,10.67218631752259661027437687152996659279
1025.9555558331107932,10.54964049954913107853826659265905618668
1168.5526626898194991,10.52547684623767487721579527715221047401
3182.8779195994543443,11.3462983351502018081191636156290769577
878.66667994548902243,11.02928664495555288738160015782341361046
2784.9156527948034636,10.9842578308467402337100793374702334404
637.25076885059672804,10.73544523695054309087026922497898340225
5125.4643501303553421,10.66918951644461799332930240780115127563
5372.8081512445160115,10.47952246763291483944158244412392377853
1597.6758034394740662,10.48030946980313160565856378525495529175
904.66218140527473679,10.51812212027864923413744691060855984688
1703.3632425913253883,10.52484846105725502241057256469503045082
498.6677621364798938,10.48252618058136320655648887623101472855
3742.5053854679467804,10.60810156167564421991755807539448142052
4107.8796855916134518,10.45299579550492197199673682916909456253
3421.7058523352116026,10.62392898421832221345084690256044268608
741.19720852297712099,10.67254124670550119446943426737561821938
3293.5031182684660962,10.70484262828821186985805979929864406586
2022.8149156045901691,10.43352194703064661496227927273139357567
2912.7545783465452587,10.51423039575517570654028531862422823906
2711.6365001895910609,10.46361462035664047220961947459727525711
1698.26858003220309,10.42655879318256317844770819647237658501
1571.0643571461671399,10.42437672466657083703012176556512713432
3847.8081021070156567,10.48778051485136053599944716552272439003
1070.3700970637978571,10.99242781392837464693457150133326649666
1860.1594821190321909,10.40751326614690341898494807537645101547
1667.0565297712159918,10.60269410321611083247717033373191952705
3005.8383538244574993,10.4582363456661049383455974748358130455
5802.3980946688598124,10.72342214542334382088029087753966450691
329.19951296906725702,10.39959275636351243576882552588358521461
3406.4184072569946693,10.46157339191022650481954769929870963097
1240.61147093667023,10.48676845716024530474896891973912715912
3418.0573393534023126,10.44289620637762538990500615909695625305
178.06468591107497446,10.50112606161351536115944327320903539658
2834.5360081400654053,10.44886293061928128622639633249491453171
1469.3647811008545432,10.82538955779839007220743951620534062386
838.56030908207571883,11.30208067899982005144465802004560828209
2132.4688172682358527,10.48106137948456861863633093889802694321
1085.0568532126712853,10.47387107894835267529742850456386804581
643.50639826743281446,10.40571841100686434344879671698436141014
1689.2869501100367415,10.38789214070370903186812938656657934189
1195.7061515981499724,10.38720539078456717163589928532019257545
1659.590718449068163,10.6235843092738004855846156715415418148
2989.4492762691884309,10.40203922038739570155030378373339772224
2695.2527532065491869,10.36969879619567258544066135073080658913
1673.6551720342642966,10.35076660700797113179305597441270947456
1482.0186210912156639,10.70073292684787880091334955068305134773
1048.0959311601372974,10.40403446555829169994922267505899071693
918.85867774455527979,10.5867490346914419063750756322406232357
2664.8197513774671279,10.3303880955780442718605627305805683136
2190.9562984890690132,10.3435456085642876189467642689123749733
830.58199561732021721,10.40089209299162398281168862013146281242
336.4858887513636887,10.34777016950972239328621071763336658478
2346.6804229386643783,10.31854028253344068843944114632904529572
972.13682383030106848,10.33318374372051806631134240888059139252
2013.4427367648559084,10.31049000623650080399329453939571976662
922.0197353789628778,10.63739177278727332520702475449070334435
1301.3019290322588404,10.33236023245346402177347044926136732101
539.72417527566437911,10.32698021466346638419508963124826550484
1204.8353163431522717,10.38835762153162711740606027888134121895
2175.9786520338543596,10.35317676463085234672689693979918956757
2915.7996938295259497,10.31529455453839894119028031127527356148
3403.4755313957052749,10.41990633080169459390162955969572067261
130.77611309948758844,10.4793659044177314143553303438238799572
1914.7764734734003014,10.65171853607237650862771261017769575119
2860.47111373828875,10.29295237858767464445008954498916864395
2726.8826401712467487,10.28573304664550214226892421720549464226
1760.6528301311891482,10.29188660588445891619358008028939366341
2149.1046966416347459,10.33820876669197197372795926639810204506
1817.2474144294881171,10.72928952792412182759562710998579859734
1393.0199054992428955,10.49817859581192891482714912854135036469
3743.8960524337812785,10.47450354113593462557219027075916528702
2392.923760107099497,10.47783949180204920992309780558571219444
1303.6935921551562387,10.30405923012168400987320637796074151993
1191.6089492129876817,10.33121483469795620635522936936467885971
1317.1364333720496234,10.2524861141589447299793391721323132515
1325.2261290894734884,10.29896362662024777989699941826984286308
397.19305051865427458,10.26690577797913661584061628673225641251
4138.7129124966486415,10.38434143493089578669241745956242084503
2870.6885747065125543,10.54509459019635819743143656523898243904
1424.2612247482250041,10.28082096491512587022043589968234300613
584.46998341488415463,10.72189006945199807319113460835069417953
1963.8595594383727985,10.28629557272668471057386341271921992302
1716.8583588682465688,10.28690094527454945705358113627880811691
928.47180050587519418,10.24906781007398315352929785149171948433
3035.6475387364498602,10.31009309913486404752802627626806497574
196.3459524367528104,10.34030882718505495176941622048616409302
2285.492054053594984,10.24179201678477113546250620856881141663
2153.2486042615373663,10.23723079360647325586342049064114689827
754.85915281926509124,10.27175920569881739652373653370887041092
737.70836703356860653,10.26463531355236469266856147442013025284
465.80617070533321566,10.35224473184348070731175539549440145493
3248.9876899486966977,10.29412640340064477584292035317048430443
1740.5394648709220746,10.18896198611611936257759225554764270782
956.39574479448288002,10.26195925727198421384400717215612530708
948.20530226237588067,10.19288029366020076338372746249660849571
667.13899235223641426,10.23213452944299817204409919213503599167
2137.7483242591479211,10.22101840279237272568479966139420866966
443.25212762480765605,10.20321765168541361390452948398888111115
1863.0434087664302751,10.59790468361101112293454207247123122215
3008.1337984247011264,10.32152570463040852644098777091130614281
2239.7542249130542586,10.20755866998996452821302227675914764404
370.43150515710084392,10.59883412226036902836767694680020213127
2923.4852212751729894,10.22111785374589487673802068457007408142
664.04083285757894828,10.17733443452142338969679258298128843307
387.618466038915642,10.22718955465088797041062207426875829697
3452.4652357259915334,10.20222351841826124996259750332683324814
2994.459802552336896,10.17676077526187938815382949542254209518
1161.1245480635463991,10.61106252340414890511510748183354735374
2405.6777761030057263,10.15679625227035565160349506186321377754
1173.1206127212628871,10.22634932521251549530916236108168959618
1003.6685364134432348,10.14157115245690121696497953962534666061
1725.649567770520207,10.13978205958210843107281107222661375999
1938.1859532306789333,10.18471026905195664369330188492313027382
1635.3268262755591422,10.18749037751575414745275338646024465561
655.28833628878533091,10.12446090653182118046515824971720576286
1570.6096863780962849,10.26850956449949414661659830017015337944
743.23843065111157102,10.14023015659025084289623919175937771797
401.28499834917573708,10.11731541451019644739517389098182320595
2548.3761238656561545,10.61597186404999604292243020609021186829
2743.9414363461287394,10.57127440200483547982912568841129541397
1875.6677561663298093,10.17079849946077807487654354190453886986
652.22864542763352347,10.13404237696699006221479066880419850349
2946.8226381046961251,10.12278603487439276875647919951006770134
1101.1985818240593744,10.42067720915531836567424761597067117691
1407.6072989204335499,10.11117840418969926474801468430086970329
826.06199264957660944,10.11981888203965951333884731866419315338
2269.689373072084436,10.13651154070025128817178483586758375168
3269.542175769023288,10.09734448605523660091876081423833966255
1430.2028820859031839,10.27583764675575395131090772338211536407
406.93149598112114518,10.27650806746226308518998848740011453629
386.93868893615660909,10.11252294101750948129847529344260692596
2216.3554054022397395,10.11093112991528464306156820384785532951
1094.2058604278915936,10.4824859142143029799854048178531229496
1427.4220759743830058,10.06970953108361932493153290124610066414
751.68301041040285781,10.27705035556240886762680020183324813843
389.38105637836412143,10.21164794457958713280731899430975317955
2482.5012615068299056,10.09745515924454117850928014377132058144
6704.813758413346477,10.27324118898062188520725612761452794075
693.51703948600311378,10.12745163185709174058501957915723323822
6564.8496542343218607,10.24096114079490682513551291776821017265
4565.4768840876349714,10.11380704612101233408338885055854916573
3260.5522963047028497,10.03441022768743629001164663350209593773
537.83644948822529841,11.07291714969277762747879023663699626923
677.50504319175536239,10.06082034283543791275405965279787778854
2880.9911211417766026,10.02327052782318972390385170001536607742
460.84607939639693086,10.04514508400227335016552387969568371773
618.54433624259615954,10.09266481246209501421162713086232542992
2335.287696506129123,10.37602826451945858821090951096266508102
1332.6758357642813735,10.14132706714797116376303165452554821968
5162.3135670146575649,10.06302446331675781721060047857463359833
3873.6824230409883967,10.04873439243999300174436939414590597153
2972.5729080942696783,10.01192233515095431073405052302405238152
923.22557284442848413,10.06759263446871166536311648087576031685
829.56879912544127365,9.999893568976043312090951076243072748184
3452.275321022760636,10.1283531355799389928051823517307639122
421.29929151712019575,10.021144191365600306653504958376288414
2269.9785940285855759,10.20448994251642105268729210365563631058
3434.2720028276748963,10.0153284242171523032993718516081571579
4193.2912958197894113,9.986997004858316984154953388497233390808
965.45266131063328885,10.01705944563453698492594412527978420258
1737.2095590859682943,9.988128776034429279206960927695035934448
3187.9038229213024351,10.00705863157774544447420339565724134445
1537.9000893324709978,10.39559313051655387027949473122134804726
435.60179836166423684,9.988400246021546635688537207897752523422
236.98095591526495696,9.994810821684200874415182624943554401398
3996.8641043768393502,9.990766102946764704029192216694355010986
482.5828955385219956,10.51748610233353176113269000779837369919
957.57169093036986851,10.22010269848694186123339022742584347725
694.10835667529318016,9.96719279971851968014107114868238568306
853.55356836030171053,9.981899169952351158485726045910269021988
443.77570439249291212,10.00611112580618744516414153622463345528
586.12248751376591827,10.00458053642792854986964812269434332848
358.27100317382411276,9.95792214769485894976241979748010635376
1236.8271854358067685,9.983996790056297143678420979995280504227
758.41846749466219535,9.977818877992636004137239069677889347076
1106.5242764397401061,9.965944844527502510800331947393715381622
2939.1117100355354523,9.944595603960349805561236280482262372971
2052.7879138888092712,9.931914318098918670330021996051073074341
2059.8166325616316499,9.979946157379641746842935390304774045944
2124.192956318394863,10.05524583511578917693896073615178465843
483.17088708766095806,9.932828236485864437099735368974506855011
564.61914715640273243,9.960182839720426173357736843172460794449
2158.9970668926644066,9.926106510454538067733665229752659797668
565.36968701557896111,10.07646804604855361731097218580543994904
2522.0363993952423698,9.975431121488368191307927190791815519333
926.61864540146211766,10.21965329558321755598626623395830392838
1142.0225031662832862,10.09821076702506026379069226095452904701
746.65963714433712539,9.912495946961103143735272169578820466995
540.19420347653067438,9.981300106949991146620959625579416751862
2719.2521571030256382,10.03846959848662834247079445049166679382
1161.4581151935381058,9.902856126298070549296426179353147745132
618.10498048514205038,9.967405527100197559775551781058311462402
3019.8006859083466225,9.918139673140526468841926543973386287689
195.74645520764659068,10.16104126912530070114826230565086007118
2691.3603609223901003,9.964073163573189617636671755462884902954
3166.1474276290255148,9.970062209528745000852723023854196071625
2079.9414375410024149,9.90381338626318274975801614345982670784
603.64884352768035569,9.956383418564795917404808278661221265793
1517.6379554058589747,10.90935593939526704332365625305101275444
3264.2305608905417103,10.54196868169889000910188769921660423279
1045.4546041457247156,10.12592246611434454450773046119138598442
1269.5497039860877067,10.01594741895600471082161675440147519112
376.7536624991631129,9.903594970815777998041085083968937397003
853.17414127094264131,9.874660765208011170557256264146417379379
776.34213824012419991,10.18084871635999633099345373921096324921
1260.9361799040088954,9.855551049570944854849585681222379207611
1504.97918925593126,9.935095051121789921921845234464854001999
1372.4308522966532564,9.938607461630038386601881938986480236053
1026.6876719422391488,10.22429086433085565488454449223354458809
2259.4663349770003151,9.907725654669889081560540944337844848633
2643.757594834653446,10.0980113715348505110114274430088698864
623.88063890497994635,9.853233491793467635488923406228423118591
